AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,AGE,GENDER,INJURY,FATALITY,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision
LOUISVILLE METRO POLICE DEPT,KY1065,,,OUTER,LOOP,STATE,MAJOR ARTERIAL,0,KY6161,KY6161,,,,,MONDAY,2019/02/04 08:42:00+00,342,3AM,1,1,MOTOR VEHICLE,40,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,0,,TRADE PORT,,,,,SUNDAY,2019/09/30 03:34:00+00,2334,11PM,2,1,MOTOR VEHICLE,45,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,BOST,LN,METRO,LOCAL,0,,ENDEAVOR,,,,,FRIDAY,2019/06/22 00:03:00+00,2003,8PM,2,1,PEDESTRIAN,84,FEMALE,TRUE,FALSE,RAINING,WATER (STANDING OR MOVING),FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,,,FALSE
SHIVELY POLICE DEPARTMENT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,KENNEDY,,WATHEN,FRIDAY,2020/04/10 10:29:00+00,629,6AM,1,1,MOTOR VEHICLE,30,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,FALSE
JEFFERSONTOWN POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,SATURDAY,2020/02/08 08:50:00+00,350,3AM,2,2,MOTOR VEHICLE,24,MALE,TRUE,FALSE,SNOWING,WET,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,COOPER CHAPEL,RD,METRO,PRIMARY COLLECTOR,0,,,,CHARLESWOOD,,CHAPEL HILL,TUESDAY,2019/10/01 11:03:00+00,703,7AM,2,2,MOTOR VEHICLE,17,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1450,,,BLUE LICK,RD,STATE,MINOR ARTERIAL,0,,,,PARK,,FREEDOM,MONDAY,2019/02/04 16:14:00+00,1114,11AM,2,2,MOTOR VEHICLE,0,FEMALE,FALSE,TRUE,CLOUDY,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0907,,,3RD STREET,RD,STATE,MINOR ARTERIAL,0,,,,,,,FRIDAY,2019/06/22 03:45:00+00,2345,11PM,2,2,MOTOR VEHICLE,24,FEMALE,TRUE,FALSE,CLOUDY,WET,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
SHIVELY POLICE DEPARTMENT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,I 0264,I264 W EXIT8A OFF RAMP TO US31W N,I 0264,I264 W EXIT9 ON RAMP FROM KY1865,THURSDAY,2019/08/15 23:19:00+00,1919,7PM,2,2,MOTOR VEHICLE,45,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
SHIVELY POLICE DEPARTMENT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,KENNEDY,,WATHEN,FRIDAY,2020/04/10 10:29:00+00,629,6AM,1,1,MOTOR VEHICLE,6,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,,,,,,THURSDAY,2019/08/16 02:06:00+00,2206,10PM,3,3,MOTORCYCLE,53,MALE,FALSE,TRUE,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,I 0065,I264 W EXIT12 OFF RAMP TO,,,,,SATURDAY,2020/02/09 04:44:00+00,2344,11PM,2,2,MOTOR VEHICLE,24,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PARKED VEHICLE,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,FLOWERVALE,,,,,MONDAY,2019/02/05 02:35:00+00,2135,9PM,2,1,PEDESTRIAN,64,FEMALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,,,,,TUESDAY,2019/10/01 11:30:00+00,730,7AM,1,1,MOTOR VEHICLE,40,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NOT IN GORE ,SINGLE VEHICLE,CURVE & LEVEL,DAWN,I 0065,KY1065,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,1246,,EASTERN,PKWY,STATE,MAJOR ARTERIAL,0,,,,,,,SATURDAY,2019/06/22 10:03:00+00,603,6AM,1,1,MOTOR VEHICLE,22,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & HILLCREST,DAWN,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0022,,,BROWNSBORO,RD,STATE,MINOR ARTERIAL,0,,,,LIME KILN,,THORNHILL,TUESDAY,2019/10/01 13:49:00+00,949,9AM,2,1,PEDESTRIAN,,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1703,,,NEWBURG,RD,STATE,MINOR ARTERIAL,0,,,,BELLARMINE,,TREVILIAN,SATURDAY,2019/06/22 20:41:00+00,1641,4PM,3,3,MOTOR VEHICLE,22,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
SHIVELY POLICE DEPARTMENT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,I 0264,I264 E EXIT5 ON RAMP FROM KY1934,I 0264,I264 E EXIT8B OFF RAMP TO US31W S,THURSDAY,2019/08/16 02:21:00+00,2221,10PM,2,2,MOTOR VEHICLE,30,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,STRAWBERRY,LN,METRO,PRIMARY COLLECTOR,0,,,,,,,TUESDAY,2019/02/06 03:34:00+00,2234,10PM,2,1,PEDESTRIAN,58,MALE,FALSE,TRUE,RAINING,WET,TRUE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,I 0065,I264 W EXIT12 OFF RAMP TO,,,,,SATURDAY,2020/02/09 04:44:00+00,2344,11PM,2,2,MOTOR VEHICLE,54,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH PARKED VEHICLE,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1727,,,TERRY,RD,STATE,MINOR ARTERIAL,0,,MATTHEWS,,,,,FRIDAY,2020/04/11 00:55:00+00,2055,8PM,3,3,MOTOR VEHICLE,34,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2051,,,CAMP GROUND,RD,STATE,PRIMARY COLLECTOR,0,,LIKENS,,,,,SATURDAY,2019/02/09 07:36:00+00,236,2AM,1,1,MOTOR VEHICLE,18,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,3RD,ST,METRO,MINOR ARTERIAL,0,,WOODLAWN,,,,,MONDAY,2020/02/10 18:30:00+00,1330,1PM,2,1,PEDESTRIAN,8,MALE,TRUE,FALSE,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,0,,,,,,,TUESDAY,2019/10/01 21:07:00+00,1707,5PM,1,1,MOTOR VEHICLE,83,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,KY0146,I 0265,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,4TH,ST,METRO,MINOR ARTERIAL,0,,BLOOM,,,,,FRIDAY,2019/08/16 11:30:00+00,730,7AM,5,5,MOTOR VEHICLE,38,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,SUNDAY,2019/06/23 09:08:00+00,508,5AM,1,1,MOTOR VEHICLE,35,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,STONESTREET,RD,METRO,MINOR ARTERIAL,0,,VALLEY COLLEGE,,,,,SATURDAY,2020/04/12 03:51:00+00,2351,11PM,2,1,PEDESTRIAN,62,MALE,FALSE,TRUE,RAINING,WET,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1727,,,TERRY,RD,STATE,MINOR ARTERIAL,0,,MURRAY,,,,,SUNDAY,2020/04/12 07:24:00+00,324,3AM,1,1,MOTOR VEHICLE,16,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1065,,,OUTER,LOOP,STATE,MAJOR ARTERIAL,0,I 0065,I65 S EXIT127 ON RAMP FROM KY1065,,,,,TUESDAY,2019/10/01 23:59:00+00,1959,7PM,2,2,MOTOR VEHICLE,47,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1819,,,BILLTOWN,RD,STATE,MINOR ARTERIAL,0,I 0265,I265 E EXIT19 ON RAMP FROM KY1819 S,,,,,SATURDAY,2019/02/10 02:59:00+00,2159,9PM,2,2,MOTOR VEHICLE,48,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,STONESTREET,RD,METRO,MINOR ARTERIAL,0,,VALLEY COLLEGE,,,,,SUNDAY,2020/04/13 03:50:00+00,2350,11PM,2,1,PEDESTRIAN,62,MALE,TRUE,FALSE,RAINING,WET,TRUE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,SUNDAY,2019/06/23 09:08:00+00,508,5AM,1,1,MOTOR VEHICLE,39,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1065,5100,,OUTER,LOOP,PRIVATE,PARKING LOT,0,,,,,,,FRIDAY,2019/08/16 21:46:00+00,1746,5PM,1,1,MOTOR VEHICLE,81,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,S,CLAY,ST,METRO,LOCAL,0,,JACOB,,,,,TUESDAY,2020/02/11 12:30:00+00,730,7AM,2,1,PEDESTRIAN,16,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1865,,,NEW CUT,RD,STATE,MINOR ARTERIAL,0,KY0907,3RD ST,,,,,SUNDAY,2019/02/10 19:20:00+00,1420,2PM,2,2,MOTOR VEHICLE,43,FEMALE,TRUE,FALSE,RAINING,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,5001,,MUD,LN,PRIVATE,PARKING LOT,0,,,,,,,TUESDAY,2020/04/14 16:21:00+00,1221,12PM,4,4,MOTOR VEHICLE,73,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,COLLISION IN PARKING LOT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,3529,W,MUHAMMAD ALI,BLVD,METRO,MINOR ARTERIAL,0,,,,,,,TUESDAY,2019/10/02 00:01:00+00,2001,8PM,2,2,MOTOR VEHICLE,41,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1065,5100,,OUTER,LOOP,PRIVATE,PARKING LOT,0,,,,,,,FRIDAY,2019/08/16 21:46:00+00,1746,5PM,1,1,MOTOR VEHICLE,81,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,SUNDAY,2019/06/23 09:08:00+00,508,5AM,1,1,MOTOR VEHICLE,35,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,4521,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,,,,FRIDAY,2019/08/17 03:21:00+00,2321,11PM,3,2,PEDESTRIAN,55,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
JEFFERSONTOWN POLICE DEPT,,,,PLANTSIDE,DR,JEFFERSONTOWN,MINOR ARTERIAL,0,,,,DATA,,BUNSEN,WEDNESDAY,2020/02/13 04:38:00+00,2338,11PM,1,1,MOTOR VEHICLE,38,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,LONG HOME,,GLENMARY FARM,WEDNESDAY,2020/04/15 18:09:00+00,1409,2PM,2,2,MOTOR VEHICLE,80,MALE,TRUE,FALSE,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2055,,,MT HOLLY,RD,STATE,PRIMARY COLLECTOR,0,,,,,,,WEDNESDAY,2019/02/13 17:13:00+00,1213,12PM,1,1,MOTOR VEHICLE,86,FEMALE,FALSE,TRUE,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1020,,,SOUTHSIDE,DR,STATE,MINOR ARTERIAL,0,,,,,,,TUESDAY,2019/10/02 00:45:00+00,2045,8PM,2,1,PEDESTRIAN,34,MALE,TRUE,FALSE,CLEAR,DRY,TRUE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0155,,,TAYLORSVILLE LAKE,RD,STATE,PRIMARY COLLECTOR,0,,OLD TAYLORSVILLE,,,,,SUNDAY,2019/06/24 02:05:00+00,2205,10PM,3,3,MOTOR VEHICLE,16,FEMALE,TRUE,FALSE,CLEAR,WET,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,12TH ST CONN,,METRO,PRIMARY COLLECTOR,0,,,,,,,FRIDAY,2020/04/17 22:37:00+00,1837,6PM,2,2,MOTOR VEHICLE,36,FEMALE,TRUE,FALSE,RAINING,WET,TRUE,HEAD-ON COLLISION,HEAD ON,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,LONGFIELD,,,,,THURSDAY,2020/02/13 14:22:00+00,922,9AM,2,2,MOTOR VEHICLE,63,FEMALE,TRUE,FALSE,CLOUDY,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,THURSDAY,2019/02/14 21:57:00+00,1657,4PM,1,1,MOTOR VEHICLE,39,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,US0031E,4521,,BARDSTOWN,RD,STATE,MAJOR ARTERIAL,0,,,,,,,FRIDAY,2019/08/17 03:21:00+00,2321,11PM,3,2,MOTORCYCLE,36,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2055,404,,MT HOLLY,RD,STATE,PRIMARY COLLECTOR,0,,,,,,,TUESDAY,2019/10/02 02:30:00+00,2230,10PM,1,1,MOTOR VEHICLE,27,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY0155,,,TAYLORSVILLE LAKE,RD,STATE,PRIMARY COLLECTOR,0,,OLD TAYLORSVILLE,,,,,SUNDAY,2019/06/24 02:05:00+00,2205,10PM,3,3,MOTOR VEHICLE,17,FEMALE,TRUE,FALSE,CLEAR,WET,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
ST. MATTHEWS POLICE DEPARTMENT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,,,,,,,SATURDAY,2020/02/15 08:25:00+00,325,3AM,3,3,MOTOR VEHICLE,42,MALE,TRUE,FALSE,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,SUNDAY,2020/04/20 02:30:00+00,2230,10PM,2,2,MOTOR VEHICLE,39,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY2051,2909,,ROCKFORD,LN,STATE,MINOR ARTERIAL,0,,,,CLARION,,TEANECK,THURSDAY,2019/02/15 02:08:00+00,2108,9PM,1,1,MOTOR VEHICLE,26,MALE,FALSE,TRUE,CLOUDY,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,DEERING,RD,METRO,LOCAL,0,,WOODRIDGE,,,,,TUESDAY,2020/04/21 23:10:00+00,1910,7PM,2,2,MOTOR SCOOTER,14,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,6515,,UPPER HUNTERS,TRCE,METRO,PRIMARY COLLECTOR,0,,,,,,,SATURDAY,2019/08/17 19:05:00+00,1505,3PM,2,2,MOTOR VEHICLE,19,MALE,TRUE,FALSE,CLOUDY,WET,FALSE,HEAD-ON COLLISION,HEAD ON,CURVE & LEVEL,DAYLIGHT,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,OMAR KHAYYAM,BLVD,METRO,LOCAL,0,,COUNT FLEET,,,,,WEDNESDAY,2019/10/03 02:39:00+00,2239,10PM,2,2,MOTOR VEHICLE,24,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE
LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,,,,,MONDAY,2019/06/24 18:44:00+00,1444,2PM,4,4,MOTOR VEHICLE,82,MALE,TRUE,FALSE,RAINING,WET,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,TRUE
LOUISVILLE METRO POLICE DEPT,,,,BANK,ST,METRO,MINOR ARTERIAL,0,US0150,22ND,,,,,SATURDAY,2020/02/15 08:54:00+00,354,3AM,1,1,MOTOR VEHICLE,39,MALE,FALSE,TRUE,CLEAR,DRY,FALSE,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
SHIVELY POLICE DEPARTMENT,KY1931,,,7TH STREET,RD,STATE,MAJOR ARTERIAL,0,,,,WURTELE,,CENTRAL,SATURDAY,2019/02/17 03:55:00+00,2255,10PM,2,2,MOTOR VEHICLE,28,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,KY1747,,S,HURSTBOURNE,PKWY,STATE,MAJOR ARTERIAL,0,,RAINTREE,,,,,SATURDAY,2020/02/15 20:39:00+00,1539,3PM,2,2,MOTOR VEHICLE,17,FEMALE,TRUE,FALSE,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
SHIVELY POLICE DEPARTMENT,,,,MILLERS,LN,METRO,MINOR ARTERIAL,0,,,,PLANTATION,,ROGER HUGHES,TUESDAY,2020/04/22 02:31:00+00,2231,10PM,2,2,MOTOR VEHICLE,32,FEMALE,TRUE,FALSE,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,FALSE
LOUISVILLE METRO POLICE DEPT,,,,NORTHWESTERN,PKWY,STATE,MINOR ARTERIAL,0,,,,,,,TUESDAY,2019/06/25 21:56:00+00,1756,5PM,1,1,MOTOR VEHICLE,28,MALE,TRUE,FALSE,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE
